"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18"
"1",0.534145229764987,0.786169520608555,0.531730592644056,0.459507155815587,0.766335916051279,0.762690792382021,NA,0.629225679586375,0.306545403407822,0.6690007072603,0.447248507659791,0.29207109231118,0.713533079709185,0.662585929822126,0.364747394909349,0.602869493185604,0.408716171764229,0.576320357402267
"2",0.384030838612477,0.378981951067423,0.379027964696248,0.280297485933525,0.335265672316824,0.192438290565263,0.223335039903574,0.385302023856683,0.19000098900332,NA,0.262041787057054,0.464502433204504,0.186107661938099,0.116784395684611,0.513916558458947,0.54542027546882,0.316067920463369,0.206699992582886
"3",0.570080857866616,0.363408690546056,0.392646899532165,0.474628044246565,0.406266740198416,0.237309207617979,0.262520711207307,0.463389391432823,0.262447635930982,0.604474399170737,0.201901582895888,0.399163161392334,NA,0.397211368371756,0.433624402894348,0.565771040798154,0.16563877816621,0.263756719625007
"4",0.374891278536016,0.272415932259257,0.66593326869895,0.417244112931761,0.264694073133899,0.490873450801454,0.351582804352782,0.436852422836189,0.427106257148094,0.619843543772157,0.518852624658334,0.535497566795496,0.398072351699267,NA,0.448757532686285,0.267526031373742,0.479399053987668,0.390573369588263
"5",0.357017052673675,0.213830479391445,0.332400001008336,0.497850584804119,0.147621209280183,0.365659537936712,0.236351224704619,0.536610608567177,0.292106601926616,0.395525600829263,0.481147375341666,0.27038936320112,0.400793052563582,NA,0.238651946609383,0.201951224550801,0.439135967428344,0.236164750940864
"6",0.675155406851924,0.661037735451736,0.620972035303752,0.553740595491558,0.38070831157885,0.429838469284259,0.763648775295381,0.573734986726936,0.737552364069018,NA,0.511863935545735,0.444325136871915,0.407544954025366,0.550587052618573,0.29366474105858,0.47637602014924,0.379004916755343,0.523326636028562
"7",0.582122815309695,0.398325647171127,0.403751222401039,0.446259404508442,0.664734327683176,0.545493331635004,0.640855594019151,0.621907255572238,0.572893742851906,0.696293394316409,NA,0.807692653671563,0.437881141013102,0.394136138027868,0.268158750737117,0.553410462847832,0.494997517170947,0.793300007417114
"8",0.402830224809142,0.439220090182892,0.226318035347814,0.530907924378891,0.307919900958889,NA,0.477130425460983,0.378092744427762,0.351099452015635,0.380156456227843,0.370048887604503,0.228662515140599,0.602896038216915,0.344381559818077,0.486083441541053,0.434228959201846,0.520600946012332,0.233594130331265
"9",0.684329285790453,0.560779909817108,0.492074725785611,0.616535668130719,0.5426948056198,0.509126549198546,0.482217093253309,0.368514675606537,0.474801940355723,0.354945727701581,0.601032799993434,0.72961063679888,0.50204511364218,NA,0.672968539815299,0.373543808085282,0.505194952665336,0.546352863914967
"10",0.329787483362109,0.235351146815096,0.33406673130105,0.343366382717403,0.409579684365162,NA,0.285993677911617,0.367036428095367,0.327009691114015,0.292692995855741,0.398967200006566,0.192307346328437,0.336489844262106,0.244884752451758,0.218543776546916,0.242993862997773,0.557926054645877,0.220024751038656
"11",0.465846848621898,0.446528126839695,0.773681964652186,0.557841313351854,0.735305926866101,0.454506668364996,NA,0.729969908115865,0.525198059644277,0.296967581008867,0.641270667754566,0.674081820554431,0.813892338061901,0.655618440181923,0.575406886278399,0.730896595451697,0.437630856204236,0.609426630411737
"12",0.429777091775335,0.422651411273585,0.468269407355944,0.525371955753435,0.468965911229726,0.472302917149791,0.500589905408146,0.270030091884135,0.622560756701773,0.3309992927397,0.42102767919754,0.446170617785389,NA,0.588297643973218,0.356358458435982,0.358899367967392,0.560864032571656,0.351269728571844
"13",0.688387741332109,0.242380821551431,0.634331598402725,0.398773663322986,0.4573051943802,NA,0.575739738581901,0.632963571904633,0.23801628449054,0.53064463981257,0.368491796636761,0.555674863128084,0.380317853258527,0.743820867734237,0.362282309434876,0.757006137002227,0.57321342994132,0.618316729098554
"14",0.644370148258628,0.326796588258533,0.754293417673848,0.656633617282597,0.604845825835385,0.62398513075052,0.731386360873276,NA,0.707893398073384,0.438762850381737,0.456892195918477,0.553829382214611,0.548049735349363,0.605863861972132,0.637717690565124,0.449556226994412,0.591283828235771,0.476889717187406
"15",0.505245765174673,0.338962264548264,0.309578342630812,0.383464331869281,0.233664083948721,0.226722190237511,0.522869574539017,0.563147577163811,NA,0.400500753909521,0.358729332245434,0.674187789814535,0.543235218120968,0.755115247548242,0.615970050214591,0.529472402477249,0.42678657005868,0.453647136085033
"16",0.427179766155465,0.314262816462421,0.667599998991664,0.469092075621109,0.303282689882565,0.527697082850209,0.268613639126724,0.573360436239859,0.377439243298227,0.250367572439863,NA,0.555627223240729,0.286466920290815,0.602788631628244,0.445870703683747,0.182608529469266,0.683932079536631,0.423679642597733
"17",0.465854770235013,0.757619178448569,0.596248777598961,0.574463998392531,0.778493258172175,0.454226404620196,NA,0.737908189962132,0.80999901099668,0.703032418991133,0.838849489422821,0.771337484859401,0.667357727623415,0.883215604315389,0.731841249262883,0.732473968626258,0.620995083244657,0.781511809345635
"18",0.615969161387523,0.601674352828873,0.527684434112413,0.425536001607469,0.61929168842115,0.596207238435065,0.743904956592282,0.335644840907771,0.476851958820852,NA,0.798098417104112,0.644050004326193,0.63098948211687,0.525354443645884,0.456845928113651,0.798048775449199,0.661732315121679,0.476673363971438
"19",0.429919142133384,0.621018048932577,0.472544415647505,0.502149415195881,0.395154174164615,0.478143427942131,0.256095043407718,0.426265013273064,NA,0.303706605683591,0.161150510577179,0.415969702642564,0.663510155737894,0.449412947381427,0.543154071886349,0.598169657987902,0.494805047334664,0.497285903154317
"20",0.625108721463984,0.685737183537579,0.423140144998222,0.540492844184413,0.593733259801584,0.634340462063288,0.41205385506596,0.370774320413625,NA,0.561237149618263,0.57897232080246,0.582888691767993,0.562118858986898,0.438316203191666,0.554129296316253,0.626456191914718,0.500679866236582,0.648730271428156
"21",0.642982947326325,0.416129053272148,0.607353100467835,0.442158686648146,0.696717310117435,0.570161530715741,0.499410094591854,0.645037598351025,0.523148041179148,0.432995814577898,0.552751492340209,0.417111308232007,0.292195457762316,NA,0.761348053390617,0.401830342012097,0.389485780063468,0.736243280374993
"22",0.324844593148076,0.575340700255205,0.527455584352495,0.719702514066475,0.221506741827825,0.38488434942381,0.359144405980849,0.320822489492721,NA,0.567004185422102,0.488136064454265,0.368187340858934,0.599206947436418,0.474645556354116,0.566375597105652,0.60611694224129,0.338267684878321,0.502714096845683
"23",0.417877184690305,0.424659299744795,0.472315565887587,0.335049549755382,0.692080099041111,0.521856572057869,0.648417195647218,0.614697976143317,0.50840148535808,NA,0.737958212942946,0.325918179445569,0.332642272376585,0.411702356026782,0.440085986649356,0.52362397985076,0.505002482829053,0.218488190654365
"24",0.597169775190858,0.553471873160305,0.507925274214389,0.779726127741108,0.531034088770274,0.773277809762489,NA,0.679177510507279,0.672990308885985,0.645054272298419,0.443746669955568,0.560757718307652,0.619682146741473,0.580618943181925,0.551242467313715,0.470527597522751,0.610514219936532,0.708822010078388
"25",0.315670714209547,0.353794067798617,0.245706582326152,0.220273872258892,0.590420315634838,0.23234622746507,0.485156414070014,0.307612477597408,0.446620072216712,0.141259514783496,NA,0.355949995673807,0.397103961783085,0.256179132265763,0.384029949785409,0.45457972453118,0.442073945354123,0.381683270901446
"26",0.67021251663789,0.646205932201383,0.422235075832098,0.601226336677014,0.446256349006011,0.76765377253493,0.424260261418099,0.631485324393463,0.49159851464192,0.510456421245623,0.556253330044432,0.631812659141066,0.456764781879032,NA,0.424593113721601,0.550443773005588,0.560902207380104,0.779975248961344
"27",0.534153151378102,0.727584067740743,0.330940658334893,0.664950450244618,0.659334141962213,0.807561709434737,0.517782906746691,0.262091810037868,0.648900547984365,0.599499246090479,0.631508203363239,0.439242281692348,0.601927648300733,NA,0.635252605090651,0.446589537152168,0.562369143795764,0.766405869668735
"28",0.570222908224665,0.673203411741467,0.577764924167902,0.446013020482307,0.780678534966922,0.545773595379804,0.58794614493404,NA,0.76198371550946,0.858740485216504,0.543107804081523,0.70792890768882,0.592455045974634,0.598290495722716,0.781456223453084,0.817391470530734,0.728057291740373,0.658409664840367
"29",0.311612258667891,0.636591309453944,0.690421657369188,0.58275588706824,0.340665858037787,0.403792761564935,0.514843585929986,0.426639563760141,NA,0.707307004144259,0.629951112395497,0.325812210185465,0.49795488635782,0.419381056818075,0.327031460184701,0.269103404548303,0.439097792619896,0.291177989921612
"30",0.355629851741372,0.577348588726415,0.365668401597275,0.505720369842185,0.219321465033078,NA,0.714006322088383,0.354962401648975,0.553379927783288,0.489543578754377,0.362255718771569,0.444372776759271,0.451950264650637,0.337414070177874,0.559914013350644,0.39388305775871,0.499320133763418,0.341590335159633
"31",0.494754234825327,0.583870946727852,0.669059341665107,0.553986979517693,0.852378790719817,0.61511565057619,0.737479288792693,0.664355159092229,0.693454596592178,0.749632427560137,NA,0.584030297357436,0.707804542237684,0.561683796808334,0.70633525894142,0.641100632032608,0.83436122183379,0.763835249059136
"32",0.572820233844535,0.764648853184904,0.576859855001778,0.494279630157815,0.553743650993989,0.37601486924948,0.776664960096426,0.692387522402592,NA,0.46935536018743,0.637744281228431,0.600836838607666,0.36901051788313,0.401709504277284,0.643641541564018,0.397130506814396,0.271942708259627,0.523110282812594
